Gm#,Date,Tm,Opp,Attendance,,,,,,,,,,,,,,,,,
1018,"Friday, Jul 16",LAA,SEA,"40,880",,,,,,,,,,,,,,,,,
1019,"Saturday, Jul 17",LAA,SEA,"28,927",,,,,,,,,,,,,,,,,
1020,"Sunday, Jul 18",LAA,SEA,"23,434",,,,,,,,,,,,,,,,,
1021,"Monday, Jul 26",LAA,COL,"22,751",,,,,,,,,,,,,,,,,
1022,"Tuesday, Jul 27",LAA,COL,"16,115",,,,,,,,,,,,,,,,,
1023,"Wednesday, Jul 28",LAA,COL,"16,365",,,,,,,,,,,,,,,,,
1024,"Thursday, Jul 29",LAA,OAK,"18,631",,,,,,,,,,,,,,,,,
1025,"Friday, Jul 30",LAA,OAK,"28,861",,,,,,,,,,,,,,,,,
1026,"Saturday, Jul 31",LAA,OAK,"23,207",,,,,,,,,,,,,,,,,
1027,"Sunday, Aug 1",LAA,OAK,"21,597",,,,,,,,,,,,,,,,,
1028,"Tuesday, Aug 10 (1)",LAA,TOR,"3,656",,,,,,,,,,,,,,,,,
1029,"Tuesday, Aug 10 (2)",LAA,TOR,"14,443",,,,,,,,,,,,,,,,,
1030,"Wednesday, Aug 11",LAA,TOR,"22,620",,,,,,,,,,,,,,,,,
1031,"Thursday, Aug 12",LAA,TOR,"19,590",,,,,,,,,,,,,,,,,
1032,"Friday, Aug 13",LAA,HOU,"23,981",,,,,,,,,,,,,,,,,
1033,"Saturday, Aug 14",LAA,HOU,"27,121",,,,,,,,,,,,,,,,,
1034,"Sunday, Aug 15",LAA,HOU,"19,281",,,,,,,,,,,,,,,,,
1035,"Friday, Aug 27",LAA,SDP,"25,376",,,,,,,,,,,,,,,,,
1036,"Saturday, Aug 28",LAA,SDP,"36,176",,,,,,,,,,,,,,,,,
1037,"Monday, Aug 30",LAA,NYY,"29,436",,,,,,,,,,,,,,,,,
1038,"Tuesday, Aug 31",LAA,NYY,"34,813",,,,,,,,,,,,,,,,,
1039,"Wednesday, Sep 1",LAA,NYY,"28,753",,,,,,,,,,,,,,,,,
1040,"Friday, Sep 3",LAA,TEX,"19,074",,,,,,,,,,,,,,,,,
1041,"Saturday, Sep 4",LAA,TEX,"22,697",,,,,,,,,,,,,,,,,
1042,"Sunday, Sep 5",LAA,TEX,"18,492",,,,,,,,,,,,,,,,,
1043,"Monday, Sep 6",LAA,TEX,"16,241",,,,,,,,,,,,,,,,,
1044,"Friday, Sep 17",LAA,OAK,"18,918",,,,,,,,,,,,,,,,,
1045,"Saturday, Sep 18",LAA,OAK,"27,150",,,,,,,,,,,,,,,,,
1046,"Sunday, Sep 19",LAA,OAK,"22,456",,,,,,,,,,,,,,,,,
1047,"Monday, Sep 20",LAA,HOU,"16,070",,,,,,,,,,,,,,,,,
1048,"Tuesday, Sep 21",LAA,HOU,"18,332",,,,,,,,,,,,,,,,,
1049,"Wednesday, Sep 22",LAA,HOU,"14,863",,,,,,,,,,,,,,,,,
1050,"Thursday, Sep 23",LAA,HOU,"19,829",,,,,,,,,,,,,,,,,
1051,"Friday, Sep 24",LAA,SEA,"18,551",,,,,,,,,,,,,,,,,
1052,"Saturday, Sep 25",LAA,SEA,"30,221",,,,,,,,,,,,,,,,,
1053,"Sunday, Sep 26",LAA,SEA,"22,057",,,,,,,,,,,,,,,,,
1054,"Thursday, Apr 1",LAA,CHW,"13,207",,,,,,,,,,,,,,,,,
1055,"Friday, Apr 2",LAA,CHW,"12,763",,,,,,,,,,,,,,,,,
1056,"Saturday, Apr 3",LAA,CHW,"12,043",,,,,,,,,,,,,,,,,
1057,"Sunday, Apr 4",LAA,CHW,"12,396",,,,,,,,,,,,,,,,,
1058,"Monday, Apr 5",LAA,HOU,"13,447",,,,,,,,,,,,,,,,,
1059,"Tuesday, Apr 6",LAA,HOU,"11,122",,,,,,,,,,,,,,,,,
1060,"Friday, Apr 16",LAA,MIN,"13,428",,,,,,,,,,,,,,,,,
1061,"Monday, Apr 19",LAA,TEX,"11,396",,,,,,,,,,,,,,,,,
1062,"Tuesday, Apr 20",LAA,TEX,"12,544",,,,,,,,,,,,,,,,,
1063,"Wednesday, Apr 21",LAA,TEX,"9,207",,,,,,,,,,,,,,,,,
1064,"Monday, May 3",LAA,TBR,"10,641",,,,,,,,,,,,,,,,,
1065,"Tuesday, May 4",LAA,TBR,"8,152",,,,,,,,,,,,,,,,,
1066,"Wednesday, May 5",LAA,TBR,"9,169",,,,,,,,,,,,,,,,,
1067,"Thursday, May 6",LAA,TBR,"8,840",,,,,,,,,,,,,,,,,
1068,"Friday, May 7",LAA,LAD,"15,316",,,,,,,,,,,,,,,,,
1069,"Saturday, May 8",LAA,LAD,"15,274",,,,,,,,,,,,,,,,,
1070,"Sunday, May 9",LAA,LAD,"15,294",,,,,,,,,,,,,,,,,
1071,"Monday, May 17",LAA,CLE,"9,527",,,,,,,,,,,,,,,,,
1072,"Tuesday, May 18",LAA,CLE,"9,491",,,,,,,,,,,,,,,,,
1073,"Wednesday, May 19",LAA,CLE,"10,378",,,,,,,,,,,,,,,,,
1074,"Thursday, May 20 (1)",LAA,MIN,"9,920",,,,,,,,,,,,,,,,,
1075,"Thursday, May 20 (2)",LAA,MIN,"9,820",,,,,,,,,,,,,,,,,
1076,"Friday, May 21",LAA,OAK,"14,624",,,,,,,,,,,,,,,,,
1077,"Saturday, May 22",LAA,OAK,"15,151",,,,,,,,,,,,,,,,,
1078,"Sunday, May 23",LAA,OAK,"15,154",,,,,,,,,,,,,,,,,
1079,"Tuesday, May 25",LAA,TEX,"10,987",,,,,,,,,,,,,,,,,
1080,"Wednesday, May 26",LAA,TEX,"8,547",,,,,,,,,,,,,,,,,
1081,"Thursday, Jun 3",LAA,SEA,"9,714",,,,,,,,,,,,,,,,,
1082,"Friday, Jun 4",LAA,SEA,"15,141",,,,,,,,,,,,,,,,,
1083,"Saturday, Jun 5",LAA,SEA,"15,071",,,,,,,,,,,,,,,,,
1084,"Sunday, Jun 6",LAA,SEA,"12,833",,,,,,,,,,,,,,,,,
1085,"Monday, Jun 7",LAA,KCR,"9,481",,,,,,,,,,,,,,,,,
1086,"Tuesday, Jun 8",LAA,KCR,"9,387",,,,,,,,,,,,,,,,,
1087,"Wednesday, Jun 9",LAA,KCR,"10,474",,,,,,,,,,,,,,,,,
1088,"Thursday, Jun 17",LAA,DET,"30,709",,,,,,,,,,,,,,,,,
1089,"Friday, Jun 18",LAA,DET,"22,734",,,,,,,,,,,,,,,,,
1090,"Saturday, Jun 19",LAA,DET,"23,175",,,,,,,,,,,,,,,,,
1091,"Sunday, Jun 20",LAA,DET,"21,626",,,,,,,,,,,,,,,,,
1092,"Tuesday, Jun 22",LAA,SFG,"28,354",,,,,,,,,,,,,,,,,
1093,"Wednesday, Jun 23",LAA,SFG,"20,620",,,,,,,,,,,,,,,,,
1094,"Friday, Jul 2",LAA,BAL,"23,561",,,,,,,,,,,,,,,,,
1095,"Saturday, Jul 3",LAA,BAL,"28,160",,,,,,,,,,,,,,,,,
1096,"Sunday, Jul 4",LAA,BAL,"18,955",,,,,,,,,,,,,,,,,
1097,"Monday, Jul 5",LAA,BOS,"38,201",,,,,,,,,,,,,,,,,
1098,"Tuesday, Jul 6",LAA,BOS,"28,689",,,,,,,,,,,,,,,,,
1099,"Wednesday, Jul 7",LAA,BOS,"20,001",,,,,,,,,,,,,,,,,
1100,"Friday, Jul 16",LAA,SEA,"40,880",,,,,,,,,,,,,,,,,
1101,"Saturday, Jul 17",LAA,SEA,"28,927",,,,,,,,,,,,,,,,,
1102,"Sunday, Jul 18",LAA,SEA,"23,434",,,,,,,,,,,,,,,,,
1103,"Monday, Jul 26",LAA,COL,"22,751",,,,,,,,,,,,,,,,,
1104,"Tuesday, Jul 27",LAA,COL,"16,115",,,,,,,,,,,,,,,,,
1105,"Wednesday, Jul 28",LAA,COL,"16,365",,,,,,,,,,,,,,,,,
1106,"Thursday, Jul 29",LAA,OAK,"18,631",,,,,,,,,,,,,,,,,
1107,"Friday, Jul 30",LAA,OAK,"28,861",,,,,,,,,,,,,,,,,
1108,"Saturday, Jul 31",LAA,OAK,"23,207",,,,,,,,,,,,,,,,,
1109,"Sunday, Aug 1",LAA,OAK,"21,597",,,,,,,,,,,,,,,,,
1110,"Tuesday, Aug 10 (1)",LAA,TOR,"3,656",,,,,,,,,,,,,,,,,
1111,"Tuesday, Aug 10 (2)",LAA,TOR,"14,443",,,,,,,,,,,,,,,,,
1112,"Wednesday, Aug 11",LAA,TOR,"22,620",,,,,,,,,,,,,,,,,
1113,"Thursday, Aug 12",LAA,TOR,"19,590",,,,,,,,,,,,,,,,,
1114,"Friday, Aug 13",LAA,HOU,"23,981",,,,,,,,,,,,,,,,,
1115,"Saturday, Aug 14",LAA,HOU,"27,121",,,,,,,,,,,,,,,,,
1116,"Sunday, Aug 15",LAA,HOU,"19,281",,,,,,,,,,,,,,,,,
1117,"Friday, Aug 27",LAA,SDP,"25,376",,,,,,,,,,,,,,,,,
1118,"Saturday, Aug 28",LAA,SDP,"36,176",,,,,,,,,,,,,,,,,
1119,"Monday, Aug 30",LAA,NYY,"29,436",,,,,,,,,,,,,,,,,
1120,"Tuesday, Aug 31",LAA,NYY,"34,813",,,,,,,,,,,,,,,,,
1121,"Wednesday, Sep 1",LAA,NYY,"28,753",,,,,,,,,,,,,,,,,
1122,"Friday, Sep 3",LAA,TEX,"19,074",,,,,,,,,,,,,,,,,
1123,"Saturday, Sep 4",LAA,TEX,"22,697",,,,,,,,,,,,,,,,,
1124,"Sunday, Sep 5",LAA,TEX,"18,492",,,,,,,,,,,,,,,,,
1125,"Monday, Sep 6",LAA,TEX,"16,241",,,,,,,,,,,,,,,,,
1126,"Friday, Sep 17",LAA,OAK,"18,918",,,,,,,,,,,,,,,,,
1127,"Saturday, Sep 18",LAA,OAK,"27,150",,,,,,,,,,,,,,,,,
1128,"Sunday, Sep 19",LAA,OAK,"22,456",,,,,,,,,,,,,,,,,
1129,"Monday, Sep 20",LAA,HOU,"16,070",,,,,,,,,,,,,,,,,
1130,"Tuesday, Sep 21",LAA,HOU,"18,332",,,,,,,,,,,,,,,,,
1131,"Wednesday, Sep 22",LAA,HOU,"14,863",,,,,,,,,,,,,,,,,
1132,"Thursday, Sep 23",LAA,HOU,"19,829",,,,,,,,,,,,,,,,,
1133,"Friday, Sep 24",LAA,SEA,"18,551",,,,,,,,,,,,,,,,,
1134,"Saturday, Sep 25",LAA,SEA,"30,221",,,,,,,,,,,,,,,,,
1135,"Sunday, Sep 26",LAA,SEA,"22,057",,,,,,,,,,,,,,,,,
1136,"Thursday, Apr 1",MIA,TBR,"7,062",,,,,,,,,,,,,,,,,
1137,"Friday, Apr 2",MIA,TBR,"6,115",,,,,,,,,,,,,,,,,
1138,"Saturday, Apr 3",MIA,TBR,"6,179",,,,,,,,,,,,,,,,,
1139,"Monday, Apr 5",MIA,STL,"4,605",,,,,,,,,,,,,,,,,
1140,"Tuesday, Apr 6",MIA,STL,"4,982",,,,,,,,,,,,,,,,,
1141,"Wednesday, Apr 7",MIA,STL,"5,244",,,,,,,,,,,,,,,,,
1142,"Friday, Apr 16",MIA,SFG,"5,734",,,,,,,,,,,,,,,,,
1143,"Saturday, Apr 17",MIA,SFG,"6,014",,,,,,,,,,,,,,,,,
1144,"Sunday, Apr 18",MIA,SFG,"6,129",,,,,,,,,,,,,,,,,
1145,"Tuesday, Apr 20",MIA,BAL,"4,540",,,,,,,,,,,,,,,,,
1146,"Wednesday, Apr 21",MIA,BAL,"4,028",,,,,,,,,,,,,,,,,
1147,"Tuesday, May 4",MIA,ARI,"3,898",,,,,,,,,,,,,,,,,
1148,"Wednesday, May 5",MIA,ARI,"3,573",,,,,,,,,,,,,,,,,
1149,"Thursday, May 6",MIA,ARI,"4,049",,,,,,,,,,,,,,,,,
1150,"Friday, May 7",MIA,MIL,"5,507",,,,,,,,,,,,,,,,,
1151,"Saturday, May 8",MIA,MIL,"5,764",,,,,,,,,,,,,,,,,
1152,"Sunday, May 9",MIA,MIL,"5,105",,,,,,,,,,,,,,,,,
1153,"Friday, May 21",MIA,NYM,"7,282",,,,,,,,,,,,,,,,,
1154,"Saturday, May 22",MIA,NYM,"7,513",,,,,,,,,,,,,,,,,
1155,"Sunday, May 23",MIA,NYM,"7,945",,,,,,,,,,,,,,,,,
1156,"Monday, May 24",MIA,PHI,"4,527",,,,,,,,,,,,,,,,,
1157,"Tuesday, May 25",MIA,PHI,"4,864",,,,,,,,,,,,,,,,,
1158,"Wednesday, May 26",MIA,PHI,"4,760",,,,,,,,,,,,,,,,,
1159,"Thursday, May 27",MIA,PHI,"4,932",,,,,,,,,,,,,,,,,
1160,"Tuesday, Jun 8",MIA,COL,"4,863",,,,,,,,,,,,,,,,,
1161,"Wednesday, Jun 9",MIA,COL,"4,563",,,,,,,,,,,,,,,,,
1162,"Thursday, Jun 10",MIA,COL,"4,965",,,,,,,,,,,,,,,,,
1163,"Friday, Jun 11",MIA,ATL,"6,595",,,,,,,,,,,,,,,,,
1164,"Saturday, Jun 12",MIA,ATL,"8,158",,,,,,,,,,,,,,,,,
1165,"Sunday, Jun 13",MIA,ATL,"8,448",,,,,,,,,,,,,,,,,
1166,"Tuesday, Jun 22",MIA,TOR,"6,291",,,,,,,,,,,,,,,,,
1167,"Wednesday, Jun 23",MIA,TOR,"6,164",,,,,,,,,,,,,,,,,
1168,"Thursday, Jun 24",MIA,WSN,"5,255",,,,,,,,,,,,,,,,,
1169,"Friday, Jun 25",MIA,WSN,"4,749",,,,,,,,,,,,,,,,,
1170,"Saturday, Jun 26",MIA,WSN,"6,305",,,,,,,,,,,,,,,,,
1171,"Sunday, Jun 27",MIA,WSN,"7,349",,,,,,,,,,,,,,,,,
1172,"Monday, Jul 5",MIA,LAD,"15,290",,,,,,,,,,,,,,,,,
1173,"Tuesday, Jul 6",MIA,LAD,"7,993",,,,,,,,,,,,,,,,,
1174,"Wednesday, Jul 7",MIA,LAD,"9,523",,,,,,,,,,,,,,,,,
1175,"Thursday, Jul 8",MIA,LAD,"12,031",,,,,,,,,,,,,,,,,
1176,"Friday, Jul 9",MIA,ATL,"7,446",,,,,,,,,,,,,,,,,
1177,"Saturday, Jul 10",MIA,ATL,"12,178",,,,,,,,,,,,,,,,,
1178,"Sunday, Jul 11",MIA,ATL,"9,456",,,,,,,,,,,,,,,,,
1179,"Thursday, Jul 22",MIA,SDP,"10,977",,,,,,,,,,,,,,,,,
1180,"Friday, Jul 23",MIA,SDP,"9,264",,,,,,,,,,,,,,,,,
1181,"Saturday, Jul 24",MIA,SDP,"13,207",,,,,,,,,,,,,,,,,
1182,"Sunday, Jul 25",MIA,SDP,"12,765",,,,,,,,,,,,,,,,,
1183,"Friday, Jul 30",MIA,NYY,"18,462",,,,,,,,,,,,,,,,,
1184,"Saturday, Jul 31",MIA,NYY,"25,767",,,,,,,,,,,,,,,,,
1185,"Sunday, Aug 1",MIA,NYY,"20,758",,,,,,,,,,,,,,,,,
1186,"Monday, Aug 2",MIA,NYM,"8,771",,,,,,,,,,,,,,,,,
1187,"Tuesday, Aug 3",MIA,NYM,"7,682",,,,,,,,,,,,,,,,,
1188,"Wednesday, Aug 4",MIA,NYM,"9,760",,,,,,,,,,,,,,,,,
1189,"Thursday, Aug 5",MIA,NYM,"9,745",,,,,,,,,,,,,,,,,
1190,"Friday, Aug 13",MIA,CHC,"11,728",,,,,,,,,,,,,,,,,
1191,"Saturday, Aug 14",MIA,CHC,"11,225",,,,,,,,,,,,,,,,,
1192,"Sunday, Aug 15",MIA,CHC,"10,262",,,,,,,,,,,,,,,,,
1193,"Monday, Aug 16",MIA,ATL,"6,442",,,,,,,,,,,,,,,,,
1194,"Tuesday, Aug 17",MIA,ATL,"6,079",,,,,,,,,,,,,,,,,
1195,"Wednesday, Aug 18",MIA,ATL,"6,871",,,,,,,,,,,,,,,,,
1196,"Tuesday, Aug 24",MIA,WSN,"5,394",,,,,,,,,,,,,,,,,
1197,"Wednesday, Aug 25",MIA,WSN,"6,237",,,,,,,,,,,,,,,,,
1198,"Thursday, Aug 26",MIA,WSN,"5,447",,,,,,,,,,,,,,,,,
1199,"Friday, Aug 27",MIA,CIN,"7,119",,,,,,,,,,,,,,,,,
1200,"Saturday, Aug 28",MIA,CIN,"10,407",,,,,,,,,,,,,,,,,
1201,"Sunday, Aug 29",MIA,CIN,"11,019",,,,,,,,,,,,,,,,,
1202,"Friday, Sep 3",MIA,PHI,"7,073",,,,,,,,,,,,,,,,,
1203,"Saturday, Sep 4",MIA,PHI,"9,256",,,,,,,,,,,,,,,,,
1204,"Sunday, Sep 5",MIA,PHI,"8,082",,,,,,,,,,,,,,,,,
1205,"Tuesday, Sep 7",MIA,NYM,"5,848",,,,,,,,,,,,,,,,,
1206,"Wednesday, Sep 8",MIA,NYM,"6,378",,,,,,,,,,,,,,,,,
1207,"Thursday, Sep 9",MIA,NYM,"8,075",,,,,,,,,,,,,,,,,
1208,"Friday, Sep 17",MIA,PIT,"7,884",,,,,,,,,,,,,,,,,
1209,"Saturday, Sep 18",MIA,PIT,"12,300",,,,,,,,,,,,,,,,,
1210,"Sunday, Sep 19",MIA,PIT,"9,870",,,,,,,,,,,,,,,,,
1211,"Monday, Sep 20",MIA,WSN,"5,383",,,,,,,,,,,,,,,,,
1212,"Tuesday, Sep 21",MIA,WSN,"5,926",,,,,,,,,,,,,,,,,
1213,"Wednesday, Sep 22",MIA,WSN,"5,908",,,,,,,,,,,,,,,,,
1214,"Friday, Oct 1",MIA,PHI,"8,469",,,,,,,,,,,,,,,,,
1215,"Saturday, Oct 2",MIA,PHI,"9,655",,,,,,,,,,,,,,,,,
1216,"Sunday, Oct 3",MIA,PHI,"9,149",,,,,,,,,,,,,,,,,
1217,"Thursday, Apr 1",MIL,MIN,"11,740",,,,,,,,,,,,,,,,,
1218,"Saturday, Apr 3",MIL,MIN,"11,383",,,,,,,,,,,,,,,,,
1219,"Sunday, Apr 4",MIL,MIN,"10,666",,,,,,,,,,,,,,,,,
1220,"Monday, Apr 12",MIL,CHC,"11,209",,,,,,,,,,,,,,,,,
1221,"Tuesday, Apr 13",MIL,CHC,"11,025",,,,,,,,,,,,,,,,,
1222,"Wednesday, Apr 14",MIL,CHC,"10,598",,,,,,,,,,,,,,,,,
1223,"Friday, Apr 16",MIL,PIT,"11,967",,,,,,,,,,,,,,,,,
1224,"Saturday, Apr 17",MIL,PIT,"12,038",,,,,,,,,,,,,,,,,
1225,"Sunday, Apr 18",MIL,PIT,"11,772",,,,,,,,,,,,,,,,,
1226,"Monday, Apr 26",MIL,MIA,"10,749",,,,,,,,,,,,,,,,,
1227,"Tuesday, Apr 27",MIL,MIA,"10,620",,,,,,,,,,,,,,,,,
1228,"Wednesday, Apr 28",MIL,MIA,"11,564",,,,,,,,,,,,,,,,,
1229,"Thursday, Apr 29",MIL,LAD,"10,621",,,,,,,,,,,,,,,,,
1230,"Friday, Apr 30",MIL,LAD,"12,044",,,,,,,,,,,,,,,,,
1231,"Saturday, May 1",MIL,LAD,"12,139",,,,,,,,,,,,,,,,,
1232,"Sunday, May 2",MIL,LAD,"12,130",,,,,,,,,,,,,,,,,
1233,"Tuesday, May 11",MIL,STL,"10,595",,,,,,,,,,,,,,,,,
1234,"Wednesday, May 12",MIL,STL,"10,226",,,,,,,,,,,,,,,,,
1235,"Thursday, May 13",MIL,STL,"10,554",,,,,,,,,,,,,,,,,
1236,"Friday, May 14",MIL,ATL,"12,130",,,,,,,,,,,,,,,,,
1237,"Saturday, May 15",MIL,ATL,"16,344",,,,,,,,,,,,,,,,,
1238,"Sunday, May 16",MIL,ATL,"16,044",,,,,,,,,,,,,,,,,
1239,"Monday, May 24",MIL,SDP,"14,524",,,,,,,,,,,,,,,,,
1240,"Tuesday, May 25",MIL,SDP,"13,566",,,,,,,,,,,,,,,,,
1241,"Wednesday, May 26",MIL,SDP,"13,478",,,,,,,,,,,,,,,,,
1242,"Thursday, May 27",MIL,SDP,"13,572",,,,,,,,,,,,,,,,,
1243,"Monday, May 31",MIL,DET,"23,917",,,,,,,,,,,,,,,,,
1244,"Tuesday, Jun 1",MIL,DET,"12,058",,,,,,,,,,,,,,,,,
1245,"Thursday, Jun 3",MIL,ARI,"12,392",,,,,,,,,,,,,,,,,
1246,"Friday, Jun 4",MIL,ARI,"15,261",,,,,,,,,,,,,,,,,
1247,"Saturday, Jun 5",MIL,ARI,"20,073",,,,,,,,,,,,,,,,,
1248,"Sunday, Jun 6",MIL,ARI,"20,117",,,,,,,,,,,,,,,,,
1249,"Friday, Jun 11",MIL,PIT,"17,678",,,,,,,,,,,,,,,,,
1250,"Saturday, Jun 12",MIL,PIT,"20,126",,,,,,,,,,,,,,,,,
1251,"Sunday, Jun 13",MIL,PIT,"20,545",,,,,,,,,,,,,,,,,
1252,"Monday, Jun 14",MIL,CIN,"17,127",,,,,,,,,,,,,,,,,
1253,"Tuesday, Jun 15",MIL,CIN,"16,584",,,,,,,,,,,,,,,,,
1254,"Wednesday, Jun 16",MIL,CIN,"20,088",,,,,,,,,,,,,,,,,
1255,"Friday, Jun 25",MIL,COL,"31,140",,,,,,,,,,,,,,,,,
1256,"Saturday, Jun 26",MIL,COL,"32,573",,,,,,,,,,,,,,,,,
1257,"Sunday, Jun 27",MIL,COL,"25,016",,,,,,,,,,,,,,,,,
1258,"Monday, Jun 28",MIL,CHC,"30,251",,,,,,,,,,,,,,,,,
1259,"Tuesday, Jun 29",MIL,CHC,"24,423",,,,,,,,,,,,,,,,,
1260,"Wednesday, Jun 30",MIL,CHC,"32,193",,,,,,,,,,,,,,,,,
1261,"Thursday, Jul 8",MIL,CIN,"22,948",,,,,,,,,,,,,,,,,
1262,"Friday, Jul 9",MIL,CIN,"24,844",,,,,,,,,,,,,,,,,
1263,"Saturday, Jul 10",MIL,CIN,"32,034",,,,,,,,,,,,,,,,,
1264,"Sunday, Jul 11",MIL,CIN,"32,135",,,,,,,,,,,,,,,,,
1265,"Tuesday, Jul 20",MIL,KCR,"20,140",,,,,,,,,,,,,,,,,
1266,"Wednesday, Jul 21",MIL,KCR,"30,063",,,,,,,,,,,,,,,,,
1267,"Friday, Jul 23",MIL,CHW,"32,714",,,,,,,,,,,,,,,,,
1268,"Saturday, Jul 24",MIL,CHW,"41,686",,,,,,,,,,,,,,,,,
1269,"Sunday, Jul 25",MIL,CHW,"36,887",,,,,,,,,,,,,,,,,
1270,"Monday, Aug 2",MIL,PIT,"23,563",,,,,,,,,,,,,,,,,
1271,"Tuesday, Aug 3",MIL,PIT,"24,902",,,,,,,,,,,,,,,,,
1272,"Wednesday, Aug 4",MIL,PIT,"28,003",,,,,,,,,,,,,,,,,
1273,"Friday, Aug 6",MIL,SFG,"33,250",,,,,,,,,,,,,,,,,
1274,"Saturday, Aug 7",MIL,SFG,"34,155",,,,,,,,,,,,,,,,,
1275,"Sunday, Aug 8",MIL,SFG,"38,597",,,,,,,,,,,,,,,,,
1276,"Friday, Aug 20",MIL,WSN,"27,998",,,,,,,,,,,,,,,,,
1277,"Saturday, Aug 21",MIL,WSN,"36,938",,,,,,,,,,,,,,,,,
1278,"Sunday, Aug 22",MIL,WSN,"33,507",,,,,,,,,,,,,,,,,
1279,"Tuesday, Aug 24",MIL,CIN,"24,819",,,,,,,,,,,,,,,,,
1280,"Wednesday, Aug 25",MIL,CIN,"24,715",,,,,,,,,,,,,,,,,
1281,"Thursday, Aug 26",MIL,CIN,"28,656",,,,,,,,,,,,,,,,,
1282,"Friday, Sep 3",MIL,STL,"23,987",,,,,,,,,,,,,,,,,
1283,"Saturday, Sep 4",MIL,STL,"33,439",,,,,,,,,,,,,,,,,
1284,"Sunday, Sep 5",MIL,STL,"33,845",,,,,,,,,,,,,,,,,
1285,"Monday, Sep 6",MIL,PHI,"30,192",,,,,,,,,,,,,,,,,
1286,"Tuesday, Sep 7",MIL,PHI,"22,955",,,,,,,,,,,,,,,,,
1287,"Wednesday, Sep 8",MIL,PHI,"20,654",,,,,,,,,,,,,,,,,
1288,"Friday, Sep 17",MIL,CHC,"28,483",,,,,,,,,,,,,,,,,
1289,"Saturday, Sep 18",MIL,CHC,"33,625",,,,,,,,,,,,,,,,,
1290,"Sunday, Sep 19",MIL,CHC,"34,213",,,,,,,,,,,,,,,,,
1291,"Monday, Sep 20",MIL,STL,"28,291",,,,,,,,,,,,,,,,,
1292,"Tuesday, Sep 21",MIL,STL,"30,475",,,,,,,,,,,,,,,,,
1293,"Wednesday, Sep 22",MIL,STL,"29,635",,,,,,,,,,,,,,,,,
1294,"Thursday, Sep 23",MIL,STL,"30,804",,,,,,,,,,,,,,,,,
1295,"Friday, Sep 24",MIL,NYM,"27,452",,,,,,,,,,,,,,,,,
1296,"Saturday, Sep 25",MIL,NYM,"35,388",,,,,,,,,,,,,,,,,
1297,"Sunday, Sep 26",MIL,NYM,"43,430",,,,,,,,,,,,,,,,,
1298,"Thursday, Apr 8",MIN,SEA,"9,675",,,,,,,,,,,,,,,,,
1299,"Saturday, Apr 10",MIN,SEA,"9,817",,,,,,,,,,,,,,,,,
1300,"Sunday, Apr 11",MIN,SEA,"9,792",,,,,,,,,,,,,,,,,
1301,"Tuesday, Apr 13",MIN,BOS,"6,724",,,,,,,,,,,,,,,,,
1302,"Wednesday, Apr 14 (1)",MIN,BOS,,,,,,,,,,,,,,,,,,
1303,"Wednesday, Apr 14 (2)",MIN,BOS,"7,074",,,,,,,,,,,,,,,,,
1304,"Thursday, Apr 15",MIN,BOS,"7,925",,,,,,,,,,,,,,,,,
1305,"Friday, Apr 23",MIN,PIT,"9,541",,,,,,,,,,,,,,,,,
1306,"Saturday, Apr 24",MIN,PIT,"9,718",,,,,,,,,,,,,,,,,
1307,"Sunday, Apr 25",MIN,PIT,"9,396",,,,,,,,,,,,,,,,,
1308,"Friday, Apr 30",MIN,KCR,"9,982",,,,,,,,,,,,,,,,,
1309,"Saturday, May 1",MIN,KCR,"9,993",,,,,,,,,,,,,,,,,
1310,"Sunday, May 2",MIN,KCR,"9,997",,,,,,,,,,,,,,,,,
1311,"Monday, May 3",MIN,TEX,"8,071",,,,,,,,,,,,,,,,,
1312,"Tuesday, May 4",MIN,TEX,"8,022",,,,,,,,,,,,,,,,,
1313,"Wednesday, May 5",MIN,TEX,"7,853",,,,,,,,,,,,,,,,,
1314,"Thursday, May 6",MIN,TEX,"8,760",,,,,,,,,,,,,,,,,
1315,"Friday, May 14",MIN,OAK,"9,778",,,,,,,,,,,,,,,,,
1316,"Saturday, May 15",MIN,OAK,"12,212",,,,,,,,,,,,,,,,,
1317,"Sunday, May 16",MIN,OAK,"10,270",,,,,,,,,,,,,,,,,
1318,"Monday, May 17",MIN,CHW,"8,431",,,,,,,,,,,,,,,,,
1319,"Tuesday, May 18",MIN,CHW,"9,504",,,,,,,,,,,,,,,,,
1320,"Wednesday, May 19",MIN,CHW,"8,608",,,,,,,,,,,,,,,,,
1321,"Monday, May 24",MIN,BAL,"8,530",,,,,,,,,,,,,,,,,
1322,"Tuesday, May 25",MIN,BAL,"9,969",,,,,,,,,,,,,,,,,
1323,"Wednesday, May 26",MIN,BAL,"10,574",,,,,,,,,,,,,,,,,
1324,"Friday, May 28",MIN,KCR,"14,260",,,,,,,,,,,,,,,,,
1325,"Saturday, May 29",MIN,KCR,"18,444",,,,,,,,,,,,,,,,,
1326,"Sunday, May 30",MIN,KCR,"17,923",,,,,,,,,,,,,,,,,
1327,"Tuesday, Jun 8",MIN,NYY,"17,949",,,,,,,,,,,,,,,,,
1328,"Wednesday, Jun 9",MIN,NYY,"17,078",,,,,,,,,,,,,,,,,
1329,"Thursday, Jun 10",MIN,NYY,"17,728",,,,,,,,,,,,,,,,,
